tourist_id,n_visits,restricted_entries,alternation_count,alternation_ratio,most_common_bigram_freq,unique_bigram_ratio,is_suspicious_ground_truth
T00631,15,1,2,0.143,1,1.0,True
T00632,16,0,0,0.0,1,1.0,False
T00633,15,0,0,0.0,2,0.929,False
T00634,12,0,0,0.0,1,1.0,False
T00635,13,0,0,0.0,1,1.0,False
T00636,9,0,0,0.0,1,1.0,False
T00637,11,0,0,0.0,1,1.0,False
T00638,12,0,0,0.0,1,1.0,False
T00639,15,0,0,0.0,1,1.0,False
T00640,9,0,0,0.0,1,1.0,False
T00641,9,0,0,0.0,1,1.0,False
T00642,16,0,0,0.0,1,1.0,False
T00643,12,0,0,0.0,1,1.0,False
T00644,13,0,0,0.0,1,1.0,False
T00645,15,0,0,0.0,1,1.0,False
T00646,18,0,0,0.0,1,1.0,False
T00647,15,0,0,0.0,1,1.0,False
T00648,12,0,0,0.0,1,1.0,False
T00649,11,0,0,0.0,1,1.0,False
T00650,17,0,0,0.0,1,1.0,False
T00651,13,0,0,0.0,1,1.0,True
T00652,14,0,0,0.0,1,1.0,False
T00653,12,0,0,0.0,1,1.0,False
T00654,16,0,0,0.0,1,1.0,False
T00655,12,0,0,0.0,1,1.0,True
T00656,15,0,0,0.0,1,1.0,False
T00657,12,0,0,0.0,1,1.0,False
T00658,13,0,0,0.0,1,1.0,False
T00659,13,0,0,0.0,2,0.917,False
T00660,13,0,0,0.0,1,1.0,False
T00661,12,0,0,0.0,1,1.0,True
T00662,15,0,0,0.0,1,1.0,False
T00663,16,0,0,0.0,2,0.933,False
T00664,15,0,0,0.0,1,1.0,False
T00665,13,0,0,0.0,1,1.0,False
T00666,16,0,0,0.0,1,1.0,False
T00667,12,0,0,0.0,1,1.0,False
T00668,15,0,0,0.0,1,1.0,False
T00669,13,0,0,0.0,1,1.0,False
T00670,13,0,0,0.0,1,1.0,False
T00671,13,0,0,0.0,1,1.0,False
T00672,17,0,0,0.0,1,1.0,False
T00673,14,0,0,0.0,1,1.0,False
T00674,16,3,6,0.4,1,1.0,True
T00675,13,0,0,0.0,1,1.0,False
T00676,13,0,0,0.0,1,1.0,False
T00677,16,0,0,0.0,1,1.0,False
T00678,18,1,2,0.118,1,1.0,True
T00679,13,0,0,0.0,1,1.0,False
T00680,17,0,0,0.0,1,1.0,False
T00681,13,3,6,0.5,1,1.0,True
T00682,11,0,0,0.0,1,1.0,False
T00683,12,0,0,0.0,1,1.0,False
T00684,14,0,0,0.0,1,1.0,False
T00685,14,0,0,0.0,1,1.0,False
T00686,15,0,0,0.0,1,1.0,False
T00687,15,0,0,0.0,1,1.0,False
T00688,12,0,0,0.0,1,1.0,False
T00689,10,0,0,0.0,2,0.889,False
T00690,13,0,0,0.0,1,1.0,False
T00691,17,0,0,0.0,1,1.0,False
T00692,13,0,0,0.0,1,1.0,False
T00693,13,0,0,0.0,1,1.0,False
T00694,14,0,0,0.0,1,1.0,False
T00695,11,2,4,0.4,1,1.0,True
T00696,18,0,0,0.0,1,1.0,False
T00697,13,0,0,0.0,1,1.0,False
T00698,14,0,0,0.0,2,0.923,False
T00699,14,0,0,0.0,1,1.0,False
T00700,16,0,0,0.0,1,1.0,False
T00701,12,0,0,0.0,1,1.0,False
T00702,12,0,0,0.0,1,1.0,False
T00703,16,0,0,0.0,1,1.0,False
T00704,16,0,0,0.0,1,1.0,False
T00705,16,0,0,0.0,1,1.0,False
T00706,13,0,0,0.0,1,1.0,False
T00707,16,0,0,0.0,1,1.0,False
T00708,10,0,0,0.0,1,1.0,False
T00709,14,0,0,0.0,1,1.0,False
T00710,14,0,0,0.0,1,1.0,False
T00711,11,0,0,0.0,1,1.0,False
T00712,14,0,0,0.0,1,1.0,False
T00713,14,0,0,0.0,2,0.923,False
T00714,13,0,0,0.0,1,1.0,False
T00715,13,0,0,0.0,1,1.0,False
T00716,12,0,0,0.0,1,1.0,False
T00717,14,0,0,0.0,1,1.0,False
T00718,16,0,0,0.0,1,1.0,False
T00719,14,0,0,0.0,1,1.0,False
T00720,11,0,0,0.0,1,1.0,False
T00721,11,0,0,0.0,1,1.0,False
T00722,11,0,0,0.0,1,1.0,False
T00723,11,0,0,0.0,2,0.9,False
T00724,14,0,0,0.0,1,1.0,False
T00725,10,0,0,0.0,1,1.0,False
T00726,15,0,0,0.0,1,1.0,False
T00727,11,0,0,0.0,1,1.0,False
T00728,11,0,0,0.0,1,1.0,False
T00729,11,0,0,0.0,1,1.0,False
T00730,9,0,0,0.0,1,1.0,False
T00731,10,0,0,0.0,1,1.0,False
T00732,17,0,0,0.0,1,1.0,False
T00733,13,0,0,0.0,1,1.0,False
T00734,15,0,0,0.0,1,1.0,False
T00735,15,0,0,0.0,1,1.0,False
T00736,14,0,0,0.0,1,1.0,False
T00737,15,0,0,0.0,1,1.0,False
T00738,13,0,0,0.0,1,1.0,False
T00739,12,0,0,0.0,1,1.0,False
T00740,13,0,0,0.0,1,1.0,False
T00741,14,0,0,0.0,1,1.0,False
T00742,13,0,0,0.0,1,1.0,False
T00743,12,0,0,0.0,1,1.0,False
T00744,12,0,0,0.0,1,1.0,False
T00745,14,0,0,0.0,1,1.0,False
T00746,13,3,5,0.417,1,1.0,True
T00747,10,0,0,0.0,1,1.0,False
T00748,16,1,2,0.133,1,1.0,True
T00749,14,3,6,0.462,1,1.0,True
T00750,12,0,0,0.0,1,1.0,False
T00751,16,0,0,0.0,1,1.0,False
T00752,14,0,0,0.0,1,1.0,False
T00753,15,0,0,0.0,1,1.0,False
T00754,15,0,0,0.0,1,1.0,False
T00755,10,0,0,0.0,1,1.0,False
T00756,14,0,0,0.0,1,1.0,False
T00757,11,0,0,0.0,2,0.9,False
T00758,15,0,0,0.0,1,1.0,False
T00759,14,0,0,0.0,1,1.0,False
T00760,13,0,0,0.0,1,1.0,True
T00761,15,0,0,0.0,2,0.929,False
T00762,15,0,0,0.0,1,1.0,False
T00763,13,0,0,0.0,1,1.0,False
T00764,13,0,0,0.0,1,1.0,False
T00765,12,0,0,0.0,1,1.0,False
T00766,14,0,0,0.0,1,1.0,False
T00767,13,0,0,0.0,1,1.0,False
T00768,14,0,0,0.0,1,1.0,False
T00769,12,0,0,0.0,1,1.0,False
T00770,13,0,0,0.0,1,1.0,False
T00771,13,0,0,0.0,2,0.917,False
T00772,12,0,0,0.0,1,1.0,False
T00773,13,0,0,0.0,1,1.0,False
T00774,17,0,0,0.0,1,1.0,False
T00775,16,0,0,0.0,1,1.0,False
T00776,10,0,0,0.0,2,0.889,False
T00777,14,0,0,0.0,1,1.0,False
T00778,16,0,0,0.0,1,1.0,False
T00779,11,0,0,0.0,1,1.0,False
T00780,12,0,0,0.0,1,1.0,False
T00781,12,0,0,0.0,1,1.0,False
T00782,11,0,0,0.0,1,1.0,False
T00783,11,0,0,0.0,1,1.0,False
T00784,10,0,0,0.0,2,0.889,False
T00785,11,3,5,0.5,1,1.0,True
T00786,16,0,0,0.0,1,1.0,False
T00787,13,0,0,0.0,1,1.0,False
T00788,13,0,0,0.0,1,1.0,False
T00789,16,0,0,0.0,1,1.0,False
T00790,15,0,0,0.0,1,1.0,False
T00791,13,0,0,0.0,2,0.917,False
T00792,14,0,0,0.0,1,1.0,False
T00793,15,0,0,0.0,1,1.0,False
T00794,13,0,0,0.0,1,1.0,False
T00795,11,0,0,0.0,1,1.0,False
T00796,14,0,0,0.0,1,1.0,False
T00797,18,0,0,0.0,1,1.0,True
T00798,11,0,0,0.0,1,1.0,False
T00799,13,0,0,0.0,1,1.0,False
T00800,11,2,4,0.4,1,1.0,True
T00801,13,0,0,0.0,1,1.0,False
T00802,14,0,0,0.0,1,1.0,False
T00803,16,0,0,0.0,1,1.0,False
T00804,16,0,0,0.0,1,1.0,False
T00805,13,0,0,0.0,1,1.0,False
T00806,12,0,0,0.0,1,1.0,False
T00807,13,3,6,0.5,1,1.0,True
T00808,16,0,0,0.0,1,1.0,False
T00809,18,0,0,0.0,1,1.0,False
T00810,13,0,0,0.0,1,1.0,True
T00811,9,0,0,0.0,1,1.0,False
T00812,14,0,0,0.0,1,1.0,False
T00813,16,1,2,0.133,1,1.0,True
T00814,16,0,0,0.0,1,1.0,False
T00815,15,0,0,0.0,1,1.0,False
T00816,11,0,0,0.0,3,0.8,False
T00817,13,0,0,0.0,1,1.0,False
T00818,17,0,0,0.0,1,1.0,False
T00819,12,0,0,0.0,1,1.0,False
T00820,12,0,0,0.0,1,1.0,False
T00821,17,0,0,0.0,1,1.0,False
T00822,13,0,0,0.0,1,1.0,False
T00823,10,0,0,0.0,1,1.0,False
T00824,11,0,0,0.0,1,1.0,False
T00825,15,0,0,0.0,1,1.0,False
T00826,15,0,0,0.0,2,0.929,False
T00827,15,0,0,0.0,1,1.0,False
T00828,17,1,1,0.062,1,1.0,True
T00829,13,0,0,0.0,1,1.0,False
T00830,11,0,0,0.0,1,1.0,False
T00831,13,0,0,0.0,1,1.0,False
T00832,14,0,0,0.0,1,1.0,False
T00833,17,0,0,0.0,1,1.0,False
T00834,12,0,0,0.0,1,1.0,False
T00835,15,0,0,0.0,1,1.0,False
T00836,12,0,0,0.0,1,1.0,False
T00837,16,0,0,0.0,2,0.933,False
T00838,11,0,0,0.0,1,1.0,False
T00839,16,0,0,0.0,1,1.0,False
T00840,16,0,0,0.0,1,1.0,False
T00841,10,0,0,0.0,1,1.0,False
T00842,11,0,0,0.0,1,1.0,False
T00843,10,0,0,0.0,1,1.0,False
T00844,11,0,0,0.0,2,0.9,False
T00845,13,0,0,0.0,1,1.0,False
T00846,13,0,0,0.0,1,1.0,False
T00847,15,0,0,0.0,1,1.0,False
T00848,11,0,0,0.0,1,1.0,False
T00849,12,0,0,0.0,1,1.0,False
T00850,10,0,0,0.0,1,1.0,False
T00851,11,0,0,0.0,1,1.0,False
T00852,12,0,0,0.0,1,1.0,False
T00853,15,0,0,0.0,1,1.0,False
T00854,10,0,0,0.0,1,1.0,False
T00855,16,0,0,0.0,2,0.933,False
T00856,13,0,0,0.0,1,1.0,True
T00857,11,2,3,0.3,1,1.0,True
T00858,15,0,0,0.0,1,1.0,False
T00859,16,0,0,0.0,1,1.0,False
T00860,11,0,0,0.0,1,1.0,False
T00861,13,0,0,0.0,1,1.0,False
T00862,12,0,0,0.0,1,1.0,False
T00863,15,0,0,0.0,2,0.929,False
T00864,12,0,0,0.0,1,1.0,False
T00865,14,0,0,0.0,1,1.0,False
T00866,14,0,0,0.0,1,1.0,False
T00867,15,0,0,0.0,1,1.0,False
T00868,14,0,0,0.0,1,1.0,False
T00869,14,0,0,0.0,1,1.0,False
T00870,12,0,0,0.0,1,1.0,False
T00871,15,0,0,0.0,1,1.0,False
T00872,15,0,0,0.0,1,1.0,False
T00873,13,0,0,0.0,1,1.0,False
T00874,15,0,0,0.0,1,1.0,False
T00875,15,0,0,0.0,1,1.0,False
T00876,14,0,0,0.0,2,0.846,False
T00877,14,0,0,0.0,1,1.0,False
T00878,14,0,0,0.0,1,1.0,False
T00879,15,0,0,0.0,1,1.0,False
T00880,14,0,0,0.0,1,1.0,False
T00881,12,0,0,0.0,1,1.0,False
T00882,17,0,0,0.0,1,1.0,False
T00883,14,0,0,0.0,1,1.0,False
T00884,15,0,0,0.0,1,1.0,False
T00885,12,0,0,0.0,1,1.0,False
T00886,10,0,0,0.0,1,1.0,False
T00887,10,0,0,0.0,1,1.0,False
T00888,13,0,0,0.0,1,1.0,False
T00889,12,0,0,0.0,1,1.0,False
T00890,12,0,0,0.0,1,1.0,False
T00891,14,0,0,0.0,1,1.0,False
T00892,16,0,0,0.0,1,1.0,False
T00893,11,0,0,0.0,1,1.0,False
T00894,14,0,0,0.0,1,1.0,False
T00895,14,0,0,0.0,1,1.0,False
T00896,18,0,0,0.0,1,1.0,False
T00897,13,0,0,0.0,1,1.0,False
T00898,16,0,0,0.0,1,1.0,False
T00899,12,0,0,0.0,1,1.0,False
T00900,13,0,0,0.0,1,1.0,False
T00901,13,0,0,0.0,1,1.0,False
T00902,14,0,0,0.0,1,1.0,False
T00903,16,0,0,0.0,1,1.0,False
T00904,12,0,0,0.0,2,0.909,False
T00905,12,0,0,0.0,1,1.0,False
T00906,11,0,0,0.0,1,1.0,False
T00907,15,0,0,0.0,1,1.0,False
T00908,17,0,0,0.0,2,0.938,False
T00909,10,0,0,0.0,1,1.0,False
T00910,13,0,0,0.0,1,1.0,False
T00911,13,0,0,0.0,1,1.0,False
T00912,15,0,0,0.0,1,1.0,False
T00913,15,0,0,0.0,1,1.0,False
T00914,14,0,0,0.0,1,1.0,False
T00915,14,0,0,0.0,1,1.0,False
T00916,15,0,0,0.0,1,1.0,False
T00917,17,0,0,0.0,1,1.0,False
T00918,12,0,0,0.0,1,1.0,False
T00919,14,0,0,0.0,2,0.923,False
T00920,14,0,0,0.0,1,1.0,False
T00921,14,0,0,0.0,1,1.0,False
T00922,13,0,0,0.0,1,1.0,False
T00923,12,0,0,0.0,1,1.0,False
T00924,14,0,0,0.0,1,1.0,False
T00925,13,0,0,0.0,1,1.0,False
T00926,18,0,0,0.0,1,1.0,False
T00927,15,0,0,0.0,1,1.0,False
T00928,14,0,0,0.0,1,1.0,False
T00929,14,0,0,0.0,1,1.0,False
T00930,9,0,0,0.0,1,1.0,False
T00931,14,0,0,0.0,1,1.0,False
T00932,14,0,0,0.0,1,1.0,False
T00933,12,0,0,0.0,1,1.0,False
T00934,13,0,0,0.0,1,1.0,False
T00935,11,0,0,0.0,1,1.0,False
T00936,9,0,0,0.0,1,1.0,False
T00937,10,0,0,0.0,1,1.0,False
T00938,13,0,0,0.0,1,1.0,False
T00939,10,0,0,0.0,1,1.0,False
T00940,11,0,0,0.0,1,1.0,False
T00941,13,0,0,0.0,1,1.0,False
T00942,13,0,0,0.0,1,1.0,False
T00943,11,0,0,0.0,1,1.0,False
T00944,12,0,0,0.0,1,1.0,False
T00945,14,0,0,0.0,1,1.0,False
T00946,17,0,0,0.0,1,1.0,False
T00947,13,0,0,0.0,1,1.0,False
T00948,16,0,0,0.0,2,0.933,False
T00949,15,0,0,0.0,1,1.0,False
T00950,18,0,0,0.0,1,1.0,False
T00951,12,0,0,0.0,1,1.0,False
T00952,15,0,0,0.0,1,1.0,False
T00953,17,0,0,0.0,1,1.0,False
T00954,15,0,0,0.0,1,1.0,False
T00955,13,0,0,0.0,2,0.917,False
T00956,11,0,0,0.0,1,1.0,False
T00957,13,0,0,0.0,1,1.0,False
T00958,15,0,0,0.0,1,1.0,False
T00959,9,0,0,0.0,1,1.0,False
T00960,14,0,0,0.0,1,1.0,False
T00961,11,0,0,0.0,1,1.0,False
T00962,17,0,0,0.0,1,1.0,False
T00963,13,0,0,0.0,1,1.0,False
T00964,15,0,0,0.0,1,1.0,False
T00965,16,0,0,0.0,1,1.0,True
T00966,12,0,0,0.0,1,1.0,False
T00967,14,0,0,0.0,1,1.0,False
T00968,16,0,0,0.0,1,1.0,False
T00969,13,0,0,0.0,1,1.0,False
T00970,14,0,0,0.0,1,1.0,False
T00971,10,0,0,0.0,1,1.0,False
T00972,12,0,0,0.0,1,1.0,False
T00973,11,0,0,0.0,1,1.0,False
T00974,16,0,0,0.0,1,1.0,False
T00975,13,0,0,0.0,1,1.0,False
T00976,13,0,0,0.0,1,1.0,False
T00977,14,0,0,0.0,1,1.0,False
T00978,13,0,0,0.0,1,1.0,False
T00979,13,0,0,0.0,1,1.0,False
T00980,13,0,0,0.0,1,1.0,False
T00981,15,0,0,0.0,1,1.0,False
T00982,16,0,0,0.0,1,1.0,False
T00983,14,0,0,0.0,1,1.0,False
T00984,11,0,0,0.0,1,1.0,False
T00985,13,0,0,0.0,1,1.0,False
T00986,14,0,0,0.0,1,1.0,False
T00987,9,0,0,0.0,1,1.0,False
T00988,17,0,0,0.0,1,1.0,False
T00989,18,0,0,0.0,1,1.0,True
T00990,15,0,0,0.0,1,1.0,False
T00991,15,0,0,0.0,2,0.929,False
T00992,13,0,0,0.0,1,1.0,False
T00993,17,0,0,0.0,1,1.0,False
T00994,15,0,0,0.0,1,1.0,False
T00995,12,0,0,0.0,1,1.0,False
T00996,12,0,0,0.0,1,1.0,False
T00997,13,0,0,0.0,1,1.0,False
T00998,15,0,0,0.0,1,1.0,False
T00999,11,0,0,0.0,1,1.0,False
T01000,12,0,0,0.0,1,1.0,False
