tourist_id,n_visits,restricted_entries,alternation_count,alternation_ratio,most_common_bigram_freq,unique_bigram_ratio,is_suspicious_ground_truth,is_flagged_pattern,anomaly_score
T00477,12,0,0,0.0,1,1.0,False,False,0.2035
T00478,14,0,0,0.0,1,1.0,False,False,0.2229
T00479,9,0,0,0.0,1,1.0,False,False,0.0193
T00480,13,0,0,0.0,1,1.0,False,False,0.2241
T00481,16,0,0,0.0,2,0.933,False,True,-0.0075
T00482,15,0,0,0.0,1,1.0,False,False,0.2054
T00483,15,0,0,0.0,1,1.0,False,False,0.2054
T00484,15,0,0,0.0,1,1.0,False,False,0.2054
T00485,12,0,0,0.0,1,1.0,False,False,0.2035
T00486,15,0,0,0.0,1,1.0,False,False,0.2054
T00487,9,0,0,0.0,1,1.0,False,False,0.0193
T00488,17,0,0,0.0,2,0.938,False,True,-0.0489
T00489,12,0,0,0.0,1,1.0,False,False,0.2035
T00490,13,0,0,0.0,1,1.0,False,False,0.2241
T00491,15,0,0,0.0,1,1.0,False,False,0.2054
T00492,18,0,0,0.0,1,1.0,False,False,0.0258
T00493,11,0,0,0.0,1,1.0,False,False,0.1749
T00494,14,0,0,0.0,1,1.0,False,False,0.2229
T00495,18,0,0,0.0,1,1.0,False,False,0.0258
T00496,12,0,0,0.0,1,1.0,False,False,0.2035
T00497,16,0,0,0.0,1,1.0,False,False,0.1859
T00498,16,0,0,0.0,1,1.0,False,False,0.1859
T00499,12,0,0,0.0,1,1.0,False,False,0.2035
T00500,15,0,0,0.0,1,1.0,False,False,0.2054
T00501,13,0,0,0.0,1,1.0,False,False,0.2241
T00502,16,0,0,0.0,1,1.0,False,False,0.1859
T00503,12,0,0,0.0,1,1.0,False,False,0.2035
T00504,15,0,0,0.0,1,1.0,False,False,0.2054
T00505,12,0,0,0.0,1,1.0,False,False,0.2035
T00506,17,0,0,0.0,1,1.0,False,False,0.1213
T00507,13,0,0,0.0,1,1.0,False,False,0.2241
T00508,10,0,0,0.0,1,1.0,False,False,0.1132
T00509,11,0,0,0.0,1,1.0,False,False,0.1749
T00510,14,0,0,0.0,1,1.0,False,False,0.2229
T00511,15,0,0,0.0,1,1.0,False,False,0.2054
T00512,14,0,0,0.0,1,1.0,False,False,0.2229
T00513,14,0,0,0.0,1,1.0,False,False,0.2229
T00514,14,0,0,0.0,1,1.0,False,False,0.2229
T00515,16,0,0,0.0,1,1.0,False,False,0.1859
T00516,15,1,2,0.143,1,1.0,True,True,-0.0471
T00517,16,0,0,0.0,1,1.0,False,False,0.1859
T00518,13,0,0,0.0,1,1.0,False,False,0.2241
T00519,17,0,0,0.0,1,1.0,False,False,0.1213
T00520,12,0,0,0.0,1,1.0,False,False,0.2035
T00521,10,0,0,0.0,1,1.0,False,False,0.1132
T00522,13,0,0,0.0,1,1.0,False,False,0.2241
T00523,14,0,0,0.0,1,1.0,False,False,0.2229
T00524,14,0,0,0.0,1,1.0,True,False,0.2229
T00525,13,0,0,0.0,1,1.0,False,False,0.2241
T00526,14,0,0,0.0,1,1.0,False,False,0.2229
T00527,12,0,0,0.0,1,1.0,False,False,0.2035
T00528,15,0,0,0.0,1,1.0,False,False,0.2054
T00529,17,1,2,0.125,1,1.0,True,True,-0.0727
T00530,12,0,0,0.0,1,1.0,False,False,0.2035
T00531,14,2,4,0.308,1,1.0,True,True,-0.1234
T00532,17,0,0,0.0,1,1.0,False,False,0.1213
T00533,13,0,0,0.0,1,1.0,False,False,0.2241
T00534,14,0,0,0.0,1,1.0,False,False,0.2229
T00535,12,0,0,0.0,1,1.0,False,False,0.2035
T00536,11,2,3,0.3,1,1.0,True,True,-0.1104
T00537,12,0,0,0.0,1,1.0,False,False,0.2035
T00538,16,0,0,0.0,1,1.0,False,False,0.1859
T00539,15,0,0,0.0,1,1.0,False,False,0.2054
T00540,13,0,0,0.0,1,1.0,False,False,0.2241
T00541,11,0,0,0.0,1,1.0,False,False,0.1749
T00542,13,0,0,0.0,1,1.0,False,False,0.2241
T00543,12,0,0,0.0,1,1.0,False,False,0.2035
T00544,15,0,0,0.0,1,1.0,False,False,0.2054
T00545,16,0,0,0.0,1,1.0,False,False,0.1859
T00546,13,0,0,0.0,1,1.0,False,False,0.2241
T00547,13,0,0,0.0,1,1.0,False,False,0.2241
T00548,14,0,0,0.0,1,1.0,False,False,0.2229
T00549,10,0,0,0.0,1,1.0,False,False,0.1132
T00550,17,0,0,0.0,1,1.0,False,False,0.1213
T00551,12,0,0,0.0,1,1.0,False,False,0.2035
T00552,17,0,0,0.0,1,1.0,False,False,0.1213
T00553,10,0,0,0.0,1,1.0,False,False,0.1132
T00554,9,0,0,0.0,2,0.875,False,True,-0.1089
T00555,16,0,0,0.0,2,0.933,False,True,-0.0075
T00556,12,0,0,0.0,1,1.0,False,False,0.2035
T00557,13,0,0,0.0,1,1.0,False,False,0.2241
T00558,11,0,0,0.0,1,1.0,False,False,0.1749
T00559,16,0,0,0.0,1,1.0,False,False,0.1859
T00560,12,0,0,0.0,1,1.0,False,False,0.2035
T00561,14,0,0,0.0,1,1.0,False,False,0.2229
T00562,16,0,0,0.0,1,1.0,False,False,0.1859
T00563,15,0,0,0.0,2,0.929,False,False,0.0177
T00564,11,0,0,0.0,1,1.0,True,False,0.1749
T00565,15,0,0,0.0,1,1.0,True,False,0.2054
T00566,15,1,2,0.143,1,1.0,True,True,-0.0471
T00567,15,0,0,0.0,1,1.0,False,False,0.2054
T00568,16,0,0,0.0,1,1.0,False,False,0.1859
T00569,13,0,0,0.0,1,1.0,False,False,0.2241
T00570,11,0,0,0.0,1,1.0,False,False,0.1749
T00571,15,0,0,0.0,1,1.0,False,False,0.2054
T00572,13,0,0,0.0,1,1.0,False,False,0.2241
T00573,12,0,0,0.0,1,1.0,False,False,0.2035
T00574,17,0,0,0.0,1,1.0,False,False,0.1213
T00575,11,0,0,0.0,1,1.0,False,False,0.1749
T00576,13,0,0,0.0,1,1.0,False,False,0.2241
T00577,12,0,0,0.0,1,1.0,True,False,0.2035
T00578,16,0,0,0.0,1,1.0,False,False,0.1859
T00579,14,0,0,0.0,1,1.0,False,False,0.2229
T00580,15,0,0,0.0,1,1.0,True,False,0.2054
T00581,13,0,0,0.0,1,1.0,False,False,0.2241
T00582,14,0,0,0.0,1,1.0,False,False,0.2229
T00583,16,0,0,0.0,1,1.0,False,False,0.1859
T00584,17,0,0,0.0,1,1.0,False,False,0.1213
T00585,15,0,0,0.0,2,0.929,False,False,0.0177
T00586,12,0,0,0.0,1,1.0,False,False,0.2035
T00587,13,0,0,0.0,1,1.0,False,False,0.2241
T00588,14,0,0,0.0,1,1.0,False,False,0.2229
T00589,13,0,0,0.0,1,1.0,False,False,0.2241
T00590,15,0,0,0.0,1,1.0,False,False,0.2054
T00591,9,1,2,0.25,2,0.875,True,True,-0.1704
T00592,13,1,2,0.167,1,1.0,True,True,-0.0616
T00593,15,0,0,0.0,1,1.0,False,False,0.2054
T00594,13,0,0,0.0,1,1.0,False,False,0.2241
T00595,15,0,0,0.0,2,0.929,False,False,0.0177
T00596,16,0,0,0.0,1,1.0,False,False,0.1859
T00597,13,0,0,0.0,1,1.0,False,False,0.2241
T00598,11,0,0,0.0,2,0.9,False,True,-0.0595
T00599,11,0,0,0.0,1,1.0,False,False,0.1749
T00600,14,0,0,0.0,1,1.0,False,False,0.2229
T00601,16,0,0,0.0,2,0.933,False,True,-0.0075
T00602,16,0,0,0.0,1,1.0,False,False,0.1859
T00603,16,0,0,0.0,1,1.0,False,False,0.1859
T00604,13,0,0,0.0,1,1.0,False,False,0.2241
T00605,12,0,0,0.0,1,1.0,False,False,0.2035
T00606,15,0,0,0.0,1,1.0,False,False,0.2054
T00607,13,0,0,0.0,1,1.0,False,False,0.2241
T00608,12,0,0,0.0,1,1.0,False,False,0.2035
T00609,13,0,0,0.0,1,1.0,False,False,0.2241
T00610,14,0,0,0.0,1,1.0,False,False,0.2229
T00611,15,1,2,0.143,1,1.0,True,True,-0.0471
T00612,14,0,0,0.0,2,0.846,False,True,-0.1069
T00613,14,0,0,0.0,1,1.0,False,False,0.2229
T00614,12,0,0,0.0,1,1.0,False,False,0.2035
T00615,13,0,0,0.0,1,1.0,False,False,0.2241
T00616,9,0,0,0.0,1,1.0,False,False,0.0193
T00617,11,0,0,0.0,1,1.0,False,False,0.1749
T00618,14,0,0,0.0,1,1.0,False,False,0.2229
T00619,14,0,0,0.0,1,1.0,False,False,0.2229
T00620,9,0,0,0.0,1,1.0,False,False,0.0193
T00621,11,0,0,0.0,1,1.0,False,False,0.1749
T00622,11,0,0,0.0,1,1.0,False,False,0.1749
T00623,14,0,0,0.0,1,1.0,False,False,0.2229
T00624,13,0,0,0.0,1,1.0,False,False,0.2241
T00625,17,0,0,0.0,1,1.0,False,False,0.1213
T00626,13,0,0,0.0,1,1.0,False,False,0.2241
T00627,10,0,0,0.0,1,1.0,False,False,0.1132
T00628,15,0,0,0.0,1,1.0,False,False,0.2054
T00629,11,0,0,0.0,1,1.0,False,False,0.1749
T00630,13,0,0,0.0,1,1.0,False,False,0.2241
T00631,15,1,2,0.143,1,1.0,True,True,-0.0471
T00632,16,0,0,0.0,1,1.0,False,False,0.1859
T00633,15,0,0,0.0,2,0.929,False,False,0.0177
T00634,12,0,0,0.0,1,1.0,False,False,0.2035
T00635,13,0,0,0.0,1,1.0,False,False,0.2241
T00636,9,0,0,0.0,1,1.0,False,False,0.0193
T00637,11,0,0,0.0,1,1.0,False,False,0.1749
T00638,12,0,0,0.0,1,1.0,False,False,0.2035
T00639,15,0,0,0.0,1,1.0,False,False,0.2054
T00640,9,0,0,0.0,1,1.0,False,False,0.0193
T00641,9,0,0,0.0,1,1.0,False,False,0.0193
T00642,16,0,0,0.0,1,1.0,False,False,0.1859
T00643,12,0,0,0.0,1,1.0,False,False,0.2035
T00644,13,0,0,0.0,1,1.0,False,False,0.2241
T00645,15,0,0,0.0,1,1.0,False,False,0.2054
T00646,18,0,0,0.0,1,1.0,False,False,0.0258
T00647,15,0,0,0.0,1,1.0,False,False,0.2054
T00648,12,0,0,0.0,1,1.0,False,False,0.2035
T00649,11,0,0,0.0,1,1.0,False,False,0.1749
T00650,17,0,0,0.0,1,1.0,False,False,0.1213
T00651,13,0,0,0.0,1,1.0,True,False,0.2241
T00652,14,0,0,0.0,1,1.0,False,False,0.2229
T00653,12,0,0,0.0,1,1.0,False,False,0.2035
T00654,16,0,0,0.0,1,1.0,False,False,0.1859
T00655,12,0,0,0.0,1,1.0,True,False,0.2035
T00656,15,0,0,0.0,1,1.0,False,False,0.2054
T00657,12,0,0,0.0,1,1.0,False,False,0.2035
T00658,13,0,0,0.0,1,1.0,False,False,0.2241
T00659,13,0,0,0.0,2,0.917,False,False,0.0
T00660,13,0,0,0.0,1,1.0,False,False,0.2241
T00661,12,0,0,0.0,1,1.0,True,False,0.2035
T00662,15,0,0,0.0,1,1.0,False,False,0.2054
T00663,16,0,0,0.0,2,0.933,False,True,-0.0075
T00664,15,0,0,0.0,1,1.0,False,False,0.2054
T00665,13,0,0,0.0,1,1.0,False,False,0.2241
T00666,16,0,0,0.0,1,1.0,False,False,0.1859
T00667,12,0,0,0.0,1,1.0,False,False,0.2035
T00668,15,0,0,0.0,1,1.0,False,False,0.2054
T00669,13,0,0,0.0,1,1.0,False,False,0.2241
T00670,13,0,0,0.0,1,1.0,False,False,0.2241
T00671,13,0,0,0.0,1,1.0,False,False,0.2241
T00672,17,0,0,0.0,1,1.0,False,False,0.1213
T00673,14,0,0,0.0,1,1.0,False,False,0.2229
T00674,16,3,6,0.4,1,1.0,True,True,-0.17
T00675,13,0,0,0.0,1,1.0,False,False,0.2241
T00676,13,0,0,0.0,1,1.0,False,False,0.2241
T00677,16,0,0,0.0,1,1.0,False,False,0.1859
T00678,18,1,2,0.118,1,1.0,True,True,-0.0872
T00679,13,0,0,0.0,1,1.0,False,False,0.2241
T00680,17,0,0,0.0,1,1.0,False,False,0.1213
T00681,13,3,6,0.5,1,1.0,True,True,-0.166
T00682,11,0,0,0.0,1,1.0,False,False,0.1749
T00683,12,0,0,0.0,1,1.0,False,False,0.2035
T00684,14,0,0,0.0,1,1.0,False,False,0.2229
T00685,14,0,0,0.0,1,1.0,False,False,0.2229
T00686,15,0,0,0.0,1,1.0,False,False,0.2054
T00687,15,0,0,0.0,1,1.0,False,False,0.2054
T00688,12,0,0,0.0,1,1.0,False,False,0.2035
T00689,10,0,0,0.0,2,0.889,False,True,-0.0817
T00690,13,0,0,0.0,1,1.0,False,False,0.2241
T00691,17,0,0,0.0,1,1.0,False,False,0.1213
T00692,13,0,0,0.0,1,1.0,False,False,0.2241
T00693,13,0,0,0.0,1,1.0,False,False,0.2241
T00694,14,0,0,0.0,1,1.0,False,False,0.2229
T00695,11,2,4,0.4,1,1.0,True,True,-0.1319
T00696,18,0,0,0.0,1,1.0,False,False,0.0258
T00697,13,0,0,0.0,1,1.0,False,False,0.2241
T00698,14,0,0,0.0,2,0.923,False,False,0.0063
T00699,14,0,0,0.0,1,1.0,False,False,0.2229
T00700,16,0,0,0.0,1,1.0,False,False,0.1859
T00701,12,0,0,0.0,1,1.0,False,False,0.2035
T00702,12,0,0,0.0,1,1.0,False,False,0.2035
T00703,16,0,0,0.0,1,1.0,False,False,0.1859
T00704,16,0,0,0.0,1,1.0,False,False,0.1859
T00705,16,0,0,0.0,1,1.0,False,False,0.1859
T00706,13,0,0,0.0,1,1.0,False,False,0.2241
T00707,16,0,0,0.0,1,1.0,False,False,0.1859
T00708,10,0,0,0.0,1,1.0,False,False,0.1132
T00709,14,0,0,0.0,1,1.0,False,False,0.2229
T00710,14,0,0,0.0,1,1.0,False,False,0.2229
T00711,11,0,0,0.0,1,1.0,False,False,0.1749
T00712,14,0,0,0.0,1,1.0,False,False,0.2229
T00713,14,0,0,0.0,2,0.923,False,False,0.0063
T00714,13,0,0,0.0,1,1.0,False,False,0.2241
T00715,13,0,0,0.0,1,1.0,False,False,0.2241
T00716,12,0,0,0.0,1,1.0,False,False,0.2035
T00717,14,0,0,0.0,1,1.0,False,False,0.2229
T00718,16,0,0,0.0,1,1.0,False,False,0.1859
T00719,14,0,0,0.0,1,1.0,False,False,0.2229
T00720,11,0,0,0.0,1,1.0,False,False,0.1749
T00721,11,0,0,0.0,1,1.0,False,False,0.1749
T00722,11,0,0,0.0,1,1.0,False,False,0.1749
T00723,11,0,0,0.0,2,0.9,False,True,-0.0595
T00724,14,0,0,0.0,1,1.0,False,False,0.2229
T00725,10,0,0,0.0,1,1.0,False,False,0.1132
T00726,15,0,0,0.0,1,1.0,False,False,0.2054
T00727,11,0,0,0.0,1,1.0,False,False,0.1749
T00728,11,0,0,0.0,1,1.0,False,False,0.1749
T00729,11,0,0,0.0,1,1.0,False,False,0.1749
T00730,9,0,0,0.0,1,1.0,False,False,0.0193
T00731,10,0,0,0.0,1,1.0,False,False,0.1132
T00732,17,0,0,0.0,1,1.0,False,False,0.1213
T00733,13,0,0,0.0,1,1.0,False,False,0.2241
T00734,15,0,0,0.0,1,1.0,False,False,0.2054
T00735,15,0,0,0.0,1,1.0,False,False,0.2054
T00736,14,0,0,0.0,1,1.0,False,False,0.2229
T00737,15,0,0,0.0,1,1.0,False,False,0.2054
T00738,13,0,0,0.0,1,1.0,False,False,0.2241
T00739,12,0,0,0.0,1,1.0,False,False,0.2035
T00740,13,0,0,0.0,1,1.0,False,False,0.2241
T00741,14,0,0,0.0,1,1.0,False,False,0.2229
T00742,13,0,0,0.0,1,1.0,False,False,0.2241
T00743,12,0,0,0.0,1,1.0,False,False,0.2035
T00744,12,0,0,0.0,1,1.0,False,False,0.2035
T00745,14,0,0,0.0,1,1.0,False,False,0.2229
T00746,13,3,5,0.417,1,1.0,True,True,-0.1537
T00747,10,0,0,0.0,1,1.0,False,False,0.1132
T00748,16,1,2,0.133,1,1.0,True,True,-0.0587
T00749,14,3,6,0.462,1,1.0,True,True,-0.1683
T00750,12,0,0,0.0,1,1.0,False,False,0.2035
T00751,16,0,0,0.0,1,1.0,False,False,0.1859
T00752,14,0,0,0.0,1,1.0,False,False,0.2229
T00753,15,0,0,0.0,1,1.0,False,False,0.2054
T00754,15,0,0,0.0,1,1.0,False,False,0.2054
T00755,10,0,0,0.0,1,1.0,False,False,0.1132
T00756,14,0,0,0.0,1,1.0,False,False,0.2229
T00757,11,0,0,0.0,2,0.9,False,True,-0.0595
T00758,15,0,0,0.0,1,1.0,False,False,0.2054
T00759,14,0,0,0.0,1,1.0,False,False,0.2229
T00760,13,0,0,0.0,1,1.0,True,False,0.2241
T00761,15,0,0,0.0,2,0.929,False,False,0.0177
T00762,15,0,0,0.0,1,1.0,False,False,0.2054
T00763,13,0,0,0.0,1,1.0,False,False,0.2241
T00764,13,0,0,0.0,1,1.0,False,False,0.2241
T00765,12,0,0,0.0,1,1.0,False,False,0.2035
T00766,14,0,0,0.0,1,1.0,False,False,0.2229
T00767,13,0,0,0.0,1,1.0,False,False,0.2241
T00768,14,0,0,0.0,1,1.0,False,False,0.2229
T00769,12,0,0,0.0,1,1.0,False,False,0.2035
T00770,13,0,0,0.0,1,1.0,False,False,0.2241
T00771,13,0,0,0.0,2,0.917,False,False,0.0
T00772,12,0,0,0.0,1,1.0,False,False,0.2035
T00773,13,0,0,0.0,1,1.0,False,False,0.2241
T00774,17,0,0,0.0,1,1.0,False,False,0.1213
T00775,16,0,0,0.0,1,1.0,False,False,0.1859
T00776,10,0,0,0.0,2,0.889,False,True,-0.0817
T00777,14,0,0,0.0,1,1.0,False,False,0.2229
T00778,16,0,0,0.0,1,1.0,False,False,0.1859
T00779,11,0,0,0.0,1,1.0,False,False,0.1749
T00780,12,0,0,0.0,1,1.0,False,False,0.2035
T00781,12,0,0,0.0,1,1.0,False,False,0.2035
T00782,11,0,0,0.0,1,1.0,False,False,0.1749
T00783,11,0,0,0.0,1,1.0,False,False,0.1749
T00784,10,0,0,0.0,2,0.889,False,True,-0.0817
T00785,11,3,5,0.5,1,1.0,True,True,-0.171
T00786,16,0,0,0.0,1,1.0,False,False,0.1859
T00787,13,0,0,0.0,1,1.0,False,False,0.2241
T00788,13,0,0,0.0,1,1.0,False,False,0.2241
T00789,16,0,0,0.0,1,1.0,False,False,0.1859
T00790,15,0,0,0.0,1,1.0,False,False,0.2054
T00791,13,0,0,0.0,2,0.917,False,False,0.0
T00792,14,0,0,0.0,1,1.0,False,False,0.2229
T00793,15,0,0,0.0,1,1.0,False,False,0.2054
T00794,13,0,0,0.0,1,1.0,False,False,0.2241
T00795,11,0,0,0.0,1,1.0,False,False,0.1749
T00796,14,0,0,0.0,1,1.0,False,False,0.2229
T00797,18,0,0,0.0,1,1.0,True,False,0.0258
T00798,11,0,0,0.0,1,1.0,False,False,0.1749
T00799,13,0,0,0.0,1,1.0,False,False,0.2241
T00800,11,2,4,0.4,1,1.0,True,True,-0.1319
T00801,13,0,0,0.0,1,1.0,False,False,0.2241
T00802,14,0,0,0.0,1,1.0,False,False,0.2229
T00803,16,0,0,0.0,1,1.0,False,False,0.1859
T00804,16,0,0,0.0,1,1.0,False,False,0.1859
T00805,13,0,0,0.0,1,1.0,False,False,0.2241
T00806,12,0,0,0.0,1,1.0,False,False,0.2035
T00807,13,3,6,0.5,1,1.0,True,True,-0.166
T00808,16,0,0,0.0,1,1.0,False,False,0.1859
T00809,18,0,0,0.0,1,1.0,False,False,0.0258
T00810,13,0,0,0.0,1,1.0,True,False,0.2241
T00811,9,0,0,0.0,1,1.0,False,False,0.0193
T00812,14,0,0,0.0,1,1.0,False,False,0.2229
T00813,16,1,2,0.133,1,1.0,True,True,-0.0587
T00814,16,0,0,0.0,1,1.0,False,False,0.1859
T00815,15,0,0,0.0,1,1.0,False,False,0.2054
T00816,11,0,0,0.0,3,0.8,False,True,-0.146
T00817,13,0,0,0.0,1,1.0,False,False,0.2241
T00818,17,0,0,0.0,1,1.0,False,False,0.1213
T00819,12,0,0,0.0,1,1.0,False,False,0.2035
T00820,12,0,0,0.0,1,1.0,False,False,0.2035
T00821,17,0,0,0.0,1,1.0,False,False,0.1213
T00822,13,0,0,0.0,1,1.0,False,False,0.2241
T00823,10,0,0,0.0,1,1.0,False,False,0.1132
T00824,11,0,0,0.0,1,1.0,False,False,0.1749
T00825,15,0,0,0.0,1,1.0,False,False,0.2054
T00826,15,0,0,0.0,2,0.929,False,False,0.0177
T00827,15,0,0,0.0,1,1.0,False,False,0.2054
T00828,17,1,1,0.062,1,1.0,True,True,-0.0646
T00829,13,0,0,0.0,1,1.0,False,False,0.2241
T00830,11,0,0,0.0,1,1.0,False,False,0.1749
T00831,13,0,0,0.0,1,1.0,False,False,0.2241
T00832,14,0,0,0.0,1,1.0,False,False,0.2229
T00833,17,0,0,0.0,1,1.0,False,False,0.1213
T00834,12,0,0,0.0,1,1.0,False,False,0.2035
T00835,15,0,0,0.0,1,1.0,False,False,0.2054
T00836,12,0,0,0.0,1,1.0,False,False,0.2035
T00837,16,0,0,0.0,2,0.933,False,True,-0.0075
T00838,11,0,0,0.0,1,1.0,False,False,0.1749
T00839,16,0,0,0.0,1,1.0,False,False,0.1859
T00840,16,0,0,0.0,1,1.0,False,False,0.1859
T00841,10,0,0,0.0,1,1.0,False,False,0.1132
T00842,11,0,0,0.0,1,1.0,False,False,0.1749
T00843,10,0,0,0.0,1,1.0,False,False,0.1132
T00844,11,0,0,0.0,2,0.9,False,True,-0.0595
T00845,13,0,0,0.0,1,1.0,False,False,0.2241
T00846,13,0,0,0.0,1,1.0,False,False,0.2241
T00847,15,0,0,0.0,1,1.0,False,False,0.2054
T00848,11,0,0,0.0,1,1.0,False,False,0.1749
T00849,12,0,0,0.0,1,1.0,False,False,0.2035
T00850,10,0,0,0.0,1,1.0,False,False,0.1132
T00851,11,0,0,0.0,1,1.0,False,False,0.1749
T00852,12,0,0,0.0,1,1.0,False,False,0.2035
T00853,15,0,0,0.0,1,1.0,False,False,0.2054
T00854,10,0,0,0.0,1,1.0,False,False,0.1132
T00855,16,0,0,0.0,2,0.933,False,True,-0.0075
T00856,13,0,0,0.0,1,1.0,True,False,0.2241
T00857,11,2,3,0.3,1,1.0,True,True,-0.1104
T00858,15,0,0,0.0,1,1.0,False,False,0.2054
T00859,16,0,0,0.0,1,1.0,False,False,0.1859
T00860,11,0,0,0.0,1,1.0,False,False,0.1749
T00861,13,0,0,0.0,1,1.0,False,False,0.2241
T00862,12,0,0,0.0,1,1.0,False,False,0.2035
T00863,15,0,0,0.0,2,0.929,False,False,0.0177
T00864,12,0,0,0.0,1,1.0,False,False,0.2035
T00865,14,0,0,0.0,1,1.0,False,False,0.2229
T00866,14,0,0,0.0,1,1.0,False,False,0.2229
T00867,15,0,0,0.0,1,1.0,False,False,0.2054
T00868,14,0,0,0.0,1,1.0,False,False,0.2229
T00869,14,0,0,0.0,1,1.0,False,False,0.2229
T00870,12,0,0,0.0,1,1.0,False,False,0.2035
T00871,15,0,0,0.0,1,1.0,False,False,0.2054
T00872,15,0,0,0.0,1,1.0,False,False,0.2054
T00873,13,0,0,0.0,1,1.0,False,False,0.2241
T00874,15,0,0,0.0,1,1.0,False,False,0.2054
T00875,15,0,0,0.0,1,1.0,False,False,0.2054
T00876,14,0,0,0.0,2,0.846,False,True,-0.1069
T00877,14,0,0,0.0,1,1.0,False,False,0.2229
T00878,14,0,0,0.0,1,1.0,False,False,0.2229
T00879,15,0,0,0.0,1,1.0,False,False,0.2054
T00880,14,0,0,0.0,1,1.0,False,False,0.2229
T00881,12,0,0,0.0,1,1.0,False,False,0.2035
T00882,17,0,0,0.0,1,1.0,False,False,0.1213
T00883,14,0,0,0.0,1,1.0,False,False,0.2229
T00884,15,0,0,0.0,1,1.0,False,False,0.2054
T00885,12,0,0,0.0,1,1.0,False,False,0.2035
T00886,10,0,0,0.0,1,1.0,False,False,0.1132
T00887,10,0,0,0.0,1,1.0,False,False,0.1132
T00888,13,0,0,0.0,1,1.0,False,False,0.2241
T00889,12,0,0,0.0,1,1.0,False,False,0.2035
T00890,12,0,0,0.0,1,1.0,False,False,0.2035
T00891,14,0,0,0.0,1,1.0,False,False,0.2229
T00892,16,0,0,0.0,1,1.0,False,False,0.1859
T00893,11,0,0,0.0,1,1.0,False,False,0.1749
T00894,14,0,0,0.0,1,1.0,False,False,0.2229
T00895,14,0,0,0.0,1,1.0,False,False,0.2229
T00896,18,0,0,0.0,1,1.0,False,False,0.0258
T00897,13,0,0,0.0,1,1.0,False,False,0.2241
T00898,16,0,0,0.0,1,1.0,False,False,0.1859
T00899,12,0,0,0.0,1,1.0,False,False,0.2035
T00900,13,0,0,0.0,1,1.0,False,False,0.2241
T00901,13,0,0,0.0,1,1.0,False,False,0.2241
T00902,14,0,0,0.0,1,1.0,False,False,0.2229
T00903,16,0,0,0.0,1,1.0,False,False,0.1859
T00904,12,0,0,0.0,2,0.909,False,True,-0.0347
T00905,12,0,0,0.0,1,1.0,False,False,0.2035
T00906,11,0,0,0.0,1,1.0,False,False,0.1749
T00907,15,0,0,0.0,1,1.0,False,False,0.2054
T00908,17,0,0,0.0,2,0.938,False,True,-0.0489
T00909,10,0,0,0.0,1,1.0,False,False,0.1132
T00910,13,0,0,0.0,1,1.0,False,False,0.2241
T00911,13,0,0,0.0,1,1.0,False,False,0.2241
T00912,15,0,0,0.0,1,1.0,False,False,0.2054
T00913,15,0,0,0.0,1,1.0,False,False,0.2054
T00914,14,0,0,0.0,1,1.0,False,False,0.2229
T00915,14,0,0,0.0,1,1.0,False,False,0.2229
T00916,15,0,0,0.0,1,1.0,False,False,0.2054
T00917,17,0,0,0.0,1,1.0,False,False,0.1213
T00918,12,0,0,0.0,1,1.0,False,False,0.2035
T00919,14,0,0,0.0,2,0.923,False,False,0.0063
T00920,14,0,0,0.0,1,1.0,False,False,0.2229
T00921,14,0,0,0.0,1,1.0,False,False,0.2229
T00922,13,0,0,0.0,1,1.0,False,False,0.2241
T00923,12,0,0,0.0,1,1.0,False,False,0.2035
T00924,14,0,0,0.0,1,1.0,False,False,0.2229
T00925,13,0,0,0.0,1,1.0,False,False,0.2241
T00926,18,0,0,0.0,1,1.0,False,False,0.0258
T00927,15,0,0,0.0,1,1.0,False,False,0.2054
T00928,14,0,0,0.0,1,1.0,False,False,0.2229
T00929,14,0,0,0.0,1,1.0,False,False,0.2229
T00930,9,0,0,0.0,1,1.0,False,False,0.0193
T00931,14,0,0,0.0,1,1.0,False,False,0.2229
T00932,14,0,0,0.0,1,1.0,False,False,0.2229
T00933,12,0,0,0.0,1,1.0,False,False,0.2035
T00934,13,0,0,0.0,1,1.0,False,False,0.2241
T00935,11,0,0,0.0,1,1.0,False,False,0.1749
T00936,9,0,0,0.0,1,1.0,False,False,0.0193
T00937,10,0,0,0.0,1,1.0,False,False,0.1132
T00938,13,0,0,0.0,1,1.0,False,False,0.2241
T00939,10,0,0,0.0,1,1.0,False,False,0.1132
T00940,11,0,0,0.0,1,1.0,False,False,0.1749
T00941,13,0,0,0.0,1,1.0,False,False,0.2241
T00942,13,0,0,0.0,1,1.0,False,False,0.2241
T00943,11,0,0,0.0,1,1.0,False,False,0.1749
T00944,12,0,0,0.0,1,1.0,False,False,0.2035
T00945,14,0,0,0.0,1,1.0,False,False,0.2229
T00946,17,0,0,0.0,1,1.0,False,False,0.1213
T00947,13,0,0,0.0,1,1.0,False,False,0.2241
T00948,16,0,0,0.0,2,0.933,False,True,-0.0075
T00949,15,0,0,0.0,1,1.0,False,False,0.2054
T00950,18,0,0,0.0,1,1.0,False,False,0.0258
T00951,12,0,0,0.0,1,1.0,False,False,0.2035
T00952,15,0,0,0.0,1,1.0,False,False,0.2054
T00953,17,0,0,0.0,1,1.0,False,False,0.1213
T00954,15,0,0,0.0,1,1.0,False,False,0.2054
