tourist_id,day,sequence_num,place_id,place_name,cluster,restricted,arrival_time,dwell_minutes,distance_from_prev_km,is_suspicious_tourist
T00192,3,2624,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T01:47:00,40,17.65,False
T00192,3,2625,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T03:16:00,38,19.71,False
T00193,1,2626,P004,Doddabetta Peak,Ooty,False,2026-04-15T09:02:00,26,25.19,False
T00193,1,2627,P029,Kalhatty Falls,Ooty,False,2026-04-15T09:54:00,73,10.56,False
T00193,1,2628,P013,Sim's Park,Coonoor,False,2026-04-15T11:52:00,65,18.19,False
T00193,1,2629,P014,Dolphin's Nose,Coonoor,False,2026-04-15T13:07:00,57,3.62,False
T00193,2,2630,P007,Tea Factory and Museum,Ooty,False,2026-04-15T16:35:00,43,24.55,False
T00193,2,2631,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T17:58:00,41,16.36,False
T00193,2,2632,P015,Lamb's Rock,Coonoor,False,2026-04-15T19:18:00,60,15.94,False
T00193,3,2633,P002,Ooty Lake,Ooty,False,2026-04-15T22:38:00,66,22.35,False
T00193,3,2634,P004,Doddabetta Peak,Ooty,False,2026-04-15T23:57:00,65,5.3,False
T00193,3,2635,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T02:06:00,21,25.85,False
T00193,3,2636,P002,Ooty Lake,Ooty,False,2026-04-16T03:23:00,56,22.44,False
T00193,3,2637,P036,Kamraj Sagar Dam,Ooty,False,2026-04-16T04:35:00,82,6.42,False
T00194,1,2638,P009,Pykara Lake,Pykara,False,2026-04-15T08:10:00,39,0.92,False
T00194,1,2639,P004,Doddabetta Peak,Ooty,False,2026-04-15T09:22:00,44,13.55,False
T00194,1,2640,P020,Rangaswamy Peak,Kotagiri,False,2026-04-15T10:36:00,87,12.01,False
T00194,1,2641,P039,Thread Garden,Ooty,False,2026-04-15T12:43:00,90,16.09,False
T00194,2,2642,P001,Ooty Town Centre,Ooty,False,2026-04-15T15:05:00,29,10.69,False
T00194,2,2643,P004,Doddabetta Peak,Ooty,False,2026-04-15T15:44:00,36,4.09,False
T00194,2,2644,P037,Needle View Point,Pykara,False,2026-04-15T16:55:00,81,14.24,False
T00194,3,2645,P034,Glenmorgan,Pykara,False,2026-04-15T18:36:00,66,2.22,False
T00194,3,2646,P009,Pykara Lake,Pykara,False,2026-04-15T19:52:00,76,3.11,False
T00194,3,2647,P039,Thread Garden,Ooty,False,2026-04-15T21:31:00,86,9.59,False
T00194,3,2648,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T23:44:00,63,19.15,False
T00194,3,2649,P046,Aracode,Kotagiri,False,2026-04-16T00:57:00,58,4.16,False
T00195,1,2650,P023,Mudumalai Core Safari Zone,Mudumalai,True,2026-04-15T08:30:00,38,12.04,True
T00195,1,2651,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T10:16:00,59,27.24,True
T00195,1,2652,P004,Doddabetta Peak,Ooty,False,2026-04-15T11:32:00,36,6.9,True
T00195,1,2653,P056,Sigur Plateau,Mudumalai,False,2026-04-15T13:12:00,74,25.62,True
T00195,2,2654,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T15:02:00,81,3.21,True
T00195,2,2655,P038,Deer Park,Ooty,False,2026-04-15T17:19:00,25,22.65,True
T00195,2,2656,P006,Wax World Museum,Ooty,False,2026-04-15T17:54:00,24,1.65,True
T00195,3,2657,P004,Doddabetta Peak,Ooty,False,2026-04-15T20:17:00,52,25.19,True
T00195,3,2658,P002,Ooty Lake,Ooty,False,2026-04-15T21:22:00,58,5.3,True
T00195,3,2659,P015,Lamb's Rock,Coonoor,False,2026-04-15T22:52:00,32,13.19,True
T00196,1,2660,P005,Government Rose Garden,Ooty,False,2026-04-15T08:26:00,45,10.76,False
T00196,1,2661,P006,Wax World Museum,Ooty,False,2026-04-15T09:21:00,64,0.76,False
T00196,1,2662,P002,Ooty Lake,Ooty,False,2026-04-15T10:35:00,38,1.83,False
T00196,1,2663,P024,Masinagudi Town,Mudumalai,False,2026-04-15T12:00:00,55,19.12,False
T00196,2,2664,P037,Needle View Point,Pykara,False,2026-04-15T13:34:00,84,1.12,False
T00196,2,2665,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T15:08:00,50,3.45,False
T00196,2,2666,P040,Thunder World,Ooty,False,2026-04-15T16:16:00,28,7.32,False
T00196,2,2667,P003,Government Botanical Garden,Ooty,False,2026-04-15T16:54:00,21,1.86,False
T00196,2,2668,P041,St. Stephen's Church,Ooty,False,2026-04-15T17:25:00,44,1.76,False
T00196,3,2669,P009,Pykara Lake,Pykara,False,2026-04-15T18:44:00,88,0.92,False
T00196,3,2670,P008,Pykara Falls,Pykara,False,2026-04-15T20:22:00,32,0.64,False
T00196,3,2671,P040,Thunder World,Ooty,False,2026-04-15T21:20:00,84,10.67,False
T00196,3,2672,P024,Masinagudi Town,Mudumalai,False,2026-04-15T23:32:00,80,19.51,False
T00196,3,2673,P004,Doddabetta Peak,Ooty,False,2026-04-16T01:45:00,43,21.48,False
T00197,1,2674,P038,Deer Park,Ooty,False,2026-04-15T08:25:00,68,10.24,False
T00197,1,2675,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T09:49:00,85,6.64,False
T00197,1,2676,P006,Wax World Museum,Ooty,False,2026-04-15T11:33:00,34,7.67,False
T00197,1,2677,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T12:52:00,60,18.24,False
T00197,2,2678,P002,Ooty Lake,Ooty,False,2026-04-15T15:23:00,86,10.02,False
T00197,2,2679,P005,Government Rose Garden,Ooty,False,2026-04-15T16:59:00,66,1.07,False
T00197,2,2680,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T18:37:00,25,12.89,False
T00197,3,2681,P034,Glenmorgan,Pykara,False,2026-04-15T20:10:00,34,2.22,False
T00197,3,2682,P002,Ooty Lake,Ooty,False,2026-04-15T21:14:00,78,12.23,False
T00197,3,2683,P009,Pykara Lake,Pykara,False,2026-04-15T22:54:00,59,9.12,False
T00198,1,2684,P027,Gudalur Town,Gudalur,False,2026-04-15T08:40:00,57,16.19,False
T00198,1,2685,P056,Sigur Plateau,Mudumalai,False,2026-04-15T10:43:00,74,26.6,False
T00198,1,2686,P001,Ooty Town Centre,Ooty,False,2026-04-15T12:58:00,28,24.46,False
T00198,1,2687,P034,Glenmorgan,Pykara,False,2026-04-15T13:58:00,80,12.87,False
T00198,2,2688,P056,Sigur Plateau,Mudumalai,False,2026-04-15T16:13:00,82,10.65,False
T00198,2,2689,P035,Wenlock Downs,Ooty,False,2026-04-15T18:28:00,70,21.57,False
T00198,2,2690,P038,Deer Park,Ooty,False,2026-04-15T19:50:00,30,5.08,False
T00198,2,2691,P003,Government Botanical Garden,Ooty,False,2026-04-15T20:30:00,70,2.76,False
T00198,2,2692,P038,Deer Park,Ooty,False,2026-04-15T21:50:00,33,2.76,False
T00198,3,2693,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T23:29:00,45,3.21,False
T00198,3,2694,P005,Government Rose Garden,Ooty,False,2026-04-16T01:11:00,71,22.95,False
T00198,3,2695,P004,Doddabetta Peak,Ooty,False,2026-04-16T02:32:00,74,4.25,False
T00198,3,2696,P017,Kateri Falls,Coonoor,False,2026-04-16T04:14:00,55,11.21,False
T00199,1,2697,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T08:47:00,71,18.84,False
T00199,1,2698,P035,Wenlock Downs,Ooty,False,2026-04-15T10:08:00,71,2.45,False
T00199,1,2699,P059,Coonoor Town Centre,Coonoor,False,2026-04-15T12:03:00,85,17.88,False
T00199,1,2700,P017,Kateri Falls,Coonoor,False,2026-04-15T13:38:00,78,3.85,False
T00199,1,2701,P014,Dolphin's Nose,Coonoor,False,2026-04-15T15:11:00,52,6.23,False
T00199,2,2702,P013,Sim's Park,Coonoor,False,2026-04-15T17:10:00,37,11.94,False
T00199,2,2703,P014,Dolphin's Nose,Coonoor,False,2026-04-15T17:57:00,26,3.62,False
T00199,2,2704,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T19:15:00,83,21.02,False
T00199,2,2705,P014,Dolphin's Nose,Coonoor,False,2026-04-15T21:30:00,42,21.02,False
T00199,2,2706,P043,Aruvankadu,Coonoor,False,2026-04-15T22:32:00,61,8.25,False
T00199,2,2707,P015,Lamb's Rock,Coonoor,False,2026-04-15T23:49:00,32,6.49,False
T00199,3,2708,P028,Bellikkal,Ooty,False,2026-04-16T01:21:00,86,10.21,False
T00199,3,2709,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-16T03:15:00,79,11.46,False
T00199,3,2710,P048,Kengarai,Kotagiri,False,2026-04-16T04:48:00,83,5.99,False
T00200,1,2711,P039,Thread Garden,Ooty,False,2026-04-15T08:29:00,89,11.94,False
T00200,1,2712,P057,Fernhill,Ooty,False,2026-04-15T10:08:00,24,2.2,False
T00200,1,2713,P059,Coonoor Town Centre,Coonoor,False,2026-04-15T11:09:00,35,14.85,False
T00200,1,2714,P031,Law's Falls,Coonoor,False,2026-04-15T11:54:00,60,1.89,False
T00200,1,2715,P038,Deer Park,Ooty,False,2026-04-15T13:31:00,76,14.95,False
T00200,2,2716,P002,Ooty Lake,Ooty,False,2026-04-15T15:43:00,42,11.31,False
T00200,2,2717,P058,Lovedale,Ooty,False,2026-04-15T16:35:00,58,2.1,False
T00200,2,2718,P031,Law's Falls,Coonoor,False,2026-04-15T18:14:00,41,16.66,False
T00200,2,2719,P003,Government Botanical Garden,Ooty,False,2026-04-15T19:29:00,37,13.89,False
T00200,2,2720,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T20:16:00,69,3.61,False
T00200,2,2721,P040,Thunder World,Ooty,False,2026-04-15T21:35:00,34,3.45,False
T00200,3,2722,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T23:15:00,89,14.71,False
T00200,3,2723,P058,Lovedale,Ooty,False,2026-04-16T00:58:00,80,5.97,False
T00200,3,2724,P041,St. Stephen's Church,Ooty,False,2026-04-16T02:28:00,40,3.18,False
T00200,3,2725,P040,Thunder World,Ooty,False,2026-04-16T03:18:00,70,0.89,False
T00200,3,2726,P007,Tea Factory and Museum,Ooty,False,2026-04-16T04:38:00,68,2.76,False
T00200,3,2727,P009,Pykara Lake,Pykara,False,2026-04-16T06:17:00,65,12.5,False
T00201,1,2728,P001,Ooty Town Centre,Ooty,False,2026-04-15T08:30:00,25,12.37,False
T00201,1,2729,P004,Doddabetta Peak,Ooty,False,2026-04-15T09:05:00,66,4.09,False
T00201,1,2730,P035,Wenlock Downs,Ooty,False,2026-04-15T10:34:00,23,9.35,False
T00201,2,2731,P006,Wax World Museum,Ooty,False,2026-04-15T12:02:00,74,12.42,False
T00201,2,2732,P035,Wenlock Downs,Ooty,False,2026-04-15T13:31:00,65,6.13,False
T00201,2,2733,P038,Deer Park,Ooty,False,2026-04-15T14:48:00,27,5.08,False
T00201,2,2734,P014,Dolphin's Nose,Coonoor,False,2026-04-15T15:51:00,51,14.43,False
T00201,2,2735,P017,Kateri Falls,Coonoor,False,2026-04-15T16:57:00,59,6.23,False
T00201,3,2736,P041,St. Stephen's Church,Ooty,False,2026-04-15T19:21:00,28,12.41,False
T00201,3,2737,P031,Law's Falls,Coonoor,False,2026-04-15T20:26:00,34,14.84,False
T00201,3,2738,P030,Bison Valley,Coonoor,False,2026-04-15T21:13:00,22,5.56,False
T00202,1,2739,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T08:33:00,73,13.31,False
T00202,1,2740,P007,Tea Factory and Museum,Ooty,False,2026-04-15T10:00:00,80,5.81,False
T00202,1,2741,P008,Pykara Falls,Pykara,False,2026-04-15T11:52:00,60,13.09,False
T00202,1,2742,P002,Ooty Lake,Ooty,False,2026-04-15T13:16:00,69,9.75,False
T00202,1,2743,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T14:35:00,32,2.8,False
T00202,1,2744,P021,Elk Falls,Kotagiri,False,2026-04-15T15:52:00,32,18.36,False
T00202,2,2745,P005,Government Rose Garden,Ooty,False,2026-04-15T17:57:00,84,11.94,False
T00202,2,2746,P021,Elk Falls,Kotagiri,False,2026-04-15T20:01:00,63,16.4,False
T00202,2,2747,P046,Aracode,Kotagiri,False,2026-04-15T21:24:00,58,8.1,False
T00202,2,2748,P004,Doddabetta Peak,Ooty,False,2026-04-15T23:10:00,75,19.32,False
T00202,3,2749,P029,Kalhatty Falls,Ooty,False,2026-04-16T01:54:00,29,21.45,False
T00202,3,2750,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T03:05:00,88,17.16,False
T00202,3,2751,P003,Government Botanical Garden,Ooty,False,2026-04-16T05:29:00,53,22.68,False
T00202,3,2752,P002,Ooty Lake,Ooty,False,2026-04-16T06:32:00,71,2.86,False
T00203,1,2753,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T08:32:00,32,12.92,False
T00203,1,2754,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T09:53:00,54,19.71,False
T00203,1,2755,P002,Ooty Lake,Ooty,False,2026-04-15T10:57:00,87,2.8,False
T00203,2,2756,P052,Cherangodu,Gudalur,False,2026-04-15T13:38:00,64,2.1,False
T00203,2,2757,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T15:10:00,58,11.27,False
T00203,2,2758,P028,Bellikkal,Ooty,False,2026-04-15T17:06:00,58,23.4,False
T00203,2,2759,P038,Deer Park,Ooty,False,2026-04-15T18:28:00,89,9.78,False
T00203,2,2760,P029,Kalhatty Falls,Ooty,False,2026-04-15T20:22:00,73,10.37,False
T00203,2,2761,P038,Deer Park,Ooty,False,2026-04-15T22:00:00,85,10.37,False
T00203,3,2762,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T01:02:00,90,12.92,False
T00203,3,2763,P002,Ooty Lake,Ooty,False,2026-04-16T03:28:00,22,22.44,False
T00203,3,2764,P010,Pykara Dam,Pykara,False,2026-04-16T04:13:00,86,9.51,False
T00203,3,2765,P038,Deer Park,Ooty,False,2026-04-16T06:03:00,83,9.73,False
T00203,3,2766,P006,Wax World Museum,Ooty,False,2026-04-16T07:36:00,79,1.65,False
T00203,3,2767,P029,Kalhatty Falls,Ooty,False,2026-04-16T09:19:00,88,9.85,False
T00204,1,2768,P052,Cherangodu,Gudalur,False,2026-04-15T08:36:00,27,14.43,False
T00204,1,2769,P053,Pandalur,Gudalur,False,2026-04-15T09:26:00,66,9.5,False
T00204,1,2770,P052,Cherangodu,Gudalur,False,2026-04-15T10:55:00,50,9.5,False
T00204,1,2771,P027,Gudalur Town,Gudalur,False,2026-04-15T11:55:00,58,2.29,False
T00204,1,2772,P024,Masinagudi Town,Mudumalai,False,2026-04-15T13:37:00,72,17.98,False
T00204,1,2773,P003,Government Botanical Garden,Ooty,False,2026-04-15T15:35:00,28,18.62,False
T00204,2,2774,P040,Thunder World,Ooty,False,2026-04-15T17:55:00,54,22.88,False
T00204,2,2775,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T19:46:00,40,23.13,False
T00204,2,2776,P003,Government Botanical Garden,Ooty,False,2026-04-15T21:22:00,50,22.68,False
T00204,2,2777,P038,Deer Park,Ooty,False,2026-04-15T22:22:00,34,2.76,False
T00204,3,2778,P056,Sigur Plateau,Mudumalai,False,2026-04-16T00:18:00,51,10.65,False
T00204,3,2779,P039,Thread Garden,Ooty,False,2026-04-16T02:10:00,59,24.69,False
T00204,3,2780,P038,Deer Park,Ooty,False,2026-04-16T03:19:00,75,0.73,False
T00204,3,2781,P036,Kamraj Sagar Dam,Ooty,False,2026-04-16T04:50:00,24,6.64,False
T00205,1,2782,P004,Doddabetta Peak,Ooty,False,2026-04-15T08:36:00,55,14.45,False
T00205,1,2783,P014,Dolphin's Nose,Coonoor,False,2026-04-15T09:58:00,42,10.85,False
T00205,1,2784,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T11:22:00,25,17.09,False
T00205,2,2785,P039,Thread Garden,Ooty,False,2026-04-15T13:29:00,27,11.94,False
T00205,2,2786,P030,Bison Valley,Coonoor,False,2026-04-15T14:41:00,30,18.07,False
T00205,2,2787,P031,Law's Falls,Coonoor,False,2026-04-15T15:24:00,58,5.56,False
T00205,2,2788,P038,Deer Park,Ooty,False,2026-04-15T16:59:00,72,14.95,False
T00205,2,2789,P034,Glenmorgan,Pykara,False,2026-04-15T18:42:00,31,12.46,False
T00205,2,2790,P002,Ooty Lake,Ooty,False,2026-04-15T19:43:00,37,12.23,False
T00205,3,2791,P002,Ooty Lake,Ooty,False,2026-04-15T21:16:00,84,11.31,False
T00205,3,2792,P042,Wellington,Coonoor,False,2026-04-15T23:14:00,86,13.72,False
T00205,3,2793,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-16T01:06:00,87,10.73,False
T00205,3,2794,P002,Ooty Lake,Ooty,False,2026-04-16T03:23:00,31,20.02,False
T00206,1,2795,P005,Government Rose Garden,Ooty,False,2026-04-15T08:29:00,69,11.94,False
T00206,1,2796,P021,Elk Falls,Kotagiri,False,2026-04-15T10:18:00,50,16.4,False
T00206,1,2797,P043,Aruvankadu,Coonoor,False,2026-04-15T11:31:00,47,9.57,False
T00206,1,2798,P015,Lamb's Rock,Coonoor,False,2026-04-15T12:34:00,42,6.49,False
T00206,1,2799,P017,Kateri Falls,Coonoor,False,2026-04-15T13:30:00,55,5.64,False
T00206,2,2800,P007,Tea Factory and Museum,Ooty,False,2026-04-15T15:52:00,27,13.47,False
T00206,2,2801,P040,Thunder World,Ooty,False,2026-04-15T16:29:00,67,2.76,False
T00206,2,2802,P015,Lamb's Rock,Coonoor,False,2026-04-15T18:06:00,34,12.17,False
T00206,2,2803,P031,Law's Falls,Coonoor,False,2026-04-15T18:50:00,74,2.78,False
T00206,2,2804,P002,Ooty Lake,Ooty,False,2026-04-15T20:41:00,51,15.18,False
T00206,2,2805,P047,Kairbetta,Kotagiri,False,2026-04-15T22:10:00,38,15.56,False
T00206,3,2806,P029,Kalhatty Falls,Ooty,False,2026-04-16T00:44:00,67,21.45,False
T00206,3,2807,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T02:33:00,22,17.16,False
T00206,3,2808,P035,Wenlock Downs,Ooty,False,2026-04-16T03:39:00,24,17.65,False
T00206,3,2809,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T04:47:00,26,17.65,False
T00206,3,2810,P036,Kamraj Sagar Dam,Ooty,False,2026-04-16T05:53:00,50,16.16,False
T00207,1,2811,P041,St. Stephen's Church,Ooty,False,2026-04-15T08:31:00,35,12.41,False
T00207,1,2812,P040,Thunder World,Ooty,False,2026-04-15T09:16:00,50,0.89,False
T00207,1,2813,P030,Bison Valley,Coonoor,False,2026-04-15T10:50:00,69,17.61,False
T00207,1,2814,P013,Sim's Park,Coonoor,False,2026-04-15T12:16:00,70,7.06,False
T00207,1,2815,P041,St. Stephen's Church,Ooty,False,2026-04-15T13:58:00,52,12.84,False
T00207,2,2816,P002,Ooty Lake,Ooty,False,2026-04-15T15:49:00,50,11.31,False
T00207,2,2817,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T16:49:00,40,2.8,False
T00207,2,2818,P037,Needle View Point,Pykara,False,2026-04-15T17:47:00,60,7.34,False
T00207,2,2819,P039,Thread Garden,Ooty,False,2026-04-15T19:12:00,72,10.1,False
T00207,2,2820,P020,Rangaswamy Peak,Kotagiri,False,2026-04-15T21:04:00,55,16.09,False
T00207,3,2821,P039,Thread Garden,Ooty,False,2026-04-15T23:33:00,82,11.94,False
T00207,3,2822,P038,Deer Park,Ooty,False,2026-04-16T01:05:00,72,0.73,False
T00207,3,2823,P037,Needle View Point,Pykara,False,2026-04-16T02:41:00,62,9.78,False
T00208,1,2824,P039,Thread Garden,Ooty,False,2026-04-15T08:56:00,53,22.5,False
T00208,1,2825,P040,Thunder World,Ooty,False,2026-04-15T09:59:00,65,0.49,False
T00208,1,2826,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T11:22:00,90,7.32,False
T00208,2,2827,P005,Government Rose Garden,Ooty,False,2026-04-15T14:28:00,23,22.72,False
T00208,2,2828,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T15:38:00,43,18.98,False
T00208,2,2829,P017,Kateri Falls,Coonoor,False,2026-04-15T16:49:00,37,11.23,False
T00208,2,2830,P013,Sim's Park,Coonoor,False,2026-04-15T17:36:00,45,3.81,False
T00208,2,2831,P007,Tea Factory and Museum,Ooty,False,2026-04-15T18:44:00,60,9.53,False
T00208,3,2832,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T20:55:00,51,3.21,False
T00208,3,2833,P029,Kalhatty Falls,Ooty,False,2026-04-15T22:28:00,36,17.16,False
T00208,3,2834,P024,Masinagudi Town,Mudumalai,False,2026-04-15T23:33:00,72,11.65,False
T00209,1,2835,P040,Thunder World,Ooty,False,2026-04-15T08:30:00,37,12.0,False
T00209,1,2836,P007,Tea Factory and Museum,Ooty,False,2026-04-15T09:17:00,61,2.76,False
T00209,1,2837,P020,Rangaswamy Peak,Kotagiri,False,2026-04-15T10:51:00,45,13.23,False
T00209,1,2838,P019,Longwood Shola,Kotagiri,False,2026-04-15T11:46:00,67,2.34,False
T00209,1,2839,P021,Elk Falls,Kotagiri,False,2026-04-15T13:03:00,68,1.09,False
T00209,1,2840,P043,Aruvankadu,Coonoor,False,2026-04-15T14:34:00,48,9.57,False
T00209,2,2841,P057,Fernhill,Ooty,False,2026-04-15T16:32:00,49,12.28,False
T00209,2,2842,P034,Glenmorgan,Pykara,False,2026-04-15T17:47:00,79,10.51,False
T00209,2,2843,P009,Pykara Lake,Pykara,False,2026-04-15T19:16:00,41,3.11,False
T00209,3,2844,P007,Tea Factory and Museum,Ooty,False,2026-04-15T21:10:00,74,13.47,False
T00209,3,2845,P009,Pykara Lake,Pykara,False,2026-04-15T22:55:00,39,12.5,False
T00209,3,2846,P008,Pykara Falls,Pykara,False,2026-04-15T23:44:00,67,0.64,False
T00210,1,2847,P020,Rangaswamy Peak,Kotagiri,False,2026-04-15T08:29:00,75,11.62,False
T00210,1,2848,P035,Wenlock Downs,Ooty,False,2026-04-15T10:33:00,78,19.62,False
T00210,1,2849,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T12:35:00,83,17.65,False
T00210,2,2850,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T15:40:00,46,5.82,False
T00210,2,2851,P017,Kateri Falls,Coonoor,False,2026-04-15T16:49:00,54,9.57,False
T00210,2,2852,P031,Law's Falls,Coonoor,False,2026-04-15T17:53:00,83,3.11,False
T00210,3,2853,P015,Lamb's Rock,Coonoor,False,2026-04-15T19:36:00,46,1.82,False
T00210,3,2854,P006,Wax World Museum,Ooty,False,2026-04-15T20:51:00,56,11.84,False
T00210,3,2855,P017,Kateri Falls,Coonoor,False,2026-04-15T22:23:00,44,14.59,False
T00210,3,2856,P059,Coonoor Town Centre,Coonoor,False,2026-04-15T23:17:00,72,3.85,False
T00210,3,2857,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T01:07:00,23,15.46,False
T00210,3,2858,P029,Kalhatty Falls,Ooty,False,2026-04-16T01:50:00,53,8.17,False
T00211,1,2859,P031,Law's Falls,Coonoor,False,2026-04-15T08:10:00,78,1.22,False
T00211,1,2860,P014,Dolphin's Nose,Coonoor,False,2026-04-15T09:38:00,80,3.11,False
T00211,1,2861,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T11:08:00,61,3.53,False
T00211,1,2862,P057,Fernhill,Ooty,False,2026-04-15T12:47:00,70,15.2,False
T00211,2,2863,P020,Rangaswamy Peak,Kotagiri,False,2026-04-15T15:04:00,74,11.62,False
T00211,2,2864,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T17:01:00,52,17.47,False
T00211,2,2865,P003,Government Botanical Garden,Ooty,False,2026-04-15T18:03:00,27,3.61,False
T00211,2,2866,P002,Ooty Lake,Ooty,False,2026-04-15T18:40:00,50,2.86,False
T00211,3,2867,P040,Thunder World,Ooty,False,2026-04-15T20:36:00,25,12.88,False
T00211,3,2868,P001,Ooty Town Centre,Ooty,False,2026-04-15T21:11:00,84,0.44,False
T00211,3,2869,P009,Pykara Lake,Pykara,False,2026-04-15T22:59:00,58,9.78,False
T00211,3,2870,P057,Fernhill,Ooty,False,2026-04-16T00:15:00,67,7.4,False
T00211,3,2871,P004,Doddabetta Peak,Ooty,False,2026-04-16T01:38:00,25,6.48,False
T00211,3,2872,P008,Pykara Falls,Pykara,False,2026-04-16T02:38:00,53,14.12,False
T00212,1,2873,P038,Deer Park,Ooty,False,2026-04-15T08:34:00,36,13.75,False
T00212,1,2874,P003,Government Botanical Garden,Ooty,False,2026-04-15T09:20:00,87,2.76,False
T00212,1,2875,P039,Thread Garden,Ooty,False,2026-04-15T10:57:00,53,2.03,False
T00212,1,2876,P003,Government Botanical Garden,Ooty,False,2026-04-15T12:00:00,25,2.03,False
T00212,1,2877,P056,Sigur Plateau,Mudumalai,False,2026-04-15T13:23:00,83,23.52,False
T00212,2,2878,P021,Elk Falls,Kotagiri,False,2026-04-15T16:34:00,75,9.85,False
T00212,2,2879,P002,Ooty Lake,Ooty,False,2026-04-15T18:32:00,53,17.47,False
T00212,2,2880,P009,Pykara Lake,Pykara,False,2026-04-15T19:47:00,53,9.12,False
T00212,2,2881,P004,Doddabetta Peak,Ooty,False,2026-04-15T21:13:00,75,13.55,False
T00212,2,2882,P034,Glenmorgan,Pykara,False,2026-04-15T23:09:00,60,16.58,False
T00212,3,2883,P029,Kalhatty Falls,Ooty,False,2026-04-16T02:01:00,39,19.21,False
T00212,3,2884,P058,Lovedale,Ooty,False,2026-04-16T03:09:00,76,11.65,False
T00212,3,2885,P002,Ooty Lake,Ooty,False,2026-04-16T04:35:00,39,2.1,False
T00212,3,2886,P003,Government Botanical Garden,Ooty,False,2026-04-16T05:24:00,43,2.86,False
T00212,3,2887,P002,Ooty Lake,Ooty,False,2026-04-16T06:17:00,53,2.86,False
T00212,3,2888,P006,Wax World Museum,Ooty,False,2026-04-16T07:20:00,79,1.83,False
T00213,1,2889,P008,Pykara Falls,Pykara,False,2026-04-15T08:10:00,65,0.44,False
T00213,1,2890,P058,Lovedale,Ooty,False,2026-04-15T09:37:00,82,9.09,False
T00213,1,2891,P038,Deer Park,Ooty,False,2026-04-15T11:09:00,34,2.25,False
T00213,1,2892,P024,Masinagudi Town,Mudumalai,False,2026-04-15T12:31:00,38,19.29,False
T00213,1,2893,P054,Bokkapuram,Mudumalai,False,2026-04-15T13:19:00,31,1.59,False
T00213,1,2894,P001,Ooty Town Centre,Ooty,False,2026-04-15T14:35:00,56,18.12,False
T00213,2,2895,P038,Deer Park,Ooty,False,2026-04-15T16:22:00,85,10.24,False
T00213,2,2896,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T18:43:00,47,22.65,False
T00213,2,2897,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T20:19:00,20,19.71,False
T00213,2,2898,P041,St. Stephen's Church,Ooty,False,2026-04-15T20:49:00,43,2.57,False
T00213,3,2899,P040,Thunder World,Ooty,False,2026-04-15T22:24:00,51,10.97,False
T00213,3,2900,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-16T00:01:00,32,18.79,False
T00213,3,2901,P040,Thunder World,Ooty,False,2026-04-16T01:19:00,23,18.79,False
T00213,3,2902,P028,Bellikkal,Ooty,False,2026-04-16T02:04:00,35,8.88,False
T00213,3,2903,P036,Kamraj Sagar Dam,Ooty,False,2026-04-16T03:09:00,33,12.04,False
T00213,3,2904,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T04:22:00,39,16.16,False
